Навстречу Дубровскому попался поп со всем причетом . ; Pappi kaikkien kirkonpalvelijain kanssa tuli Dubrovskija vastaan . 
 Мысль о несчастливом предзнаменовании пришла ему в голову . ; Hänen mieleensä tuli , että tuo ennusti onnettomuutta . 
 Он невольно пошел стороною и скрылся за деревом . ; Senpätähden hän tuskallisesti väistyikin syrjään ja kätkeytyi puitten sekaan . 
 Они его не заметили и с жаром говорили между собою , проходя мимо его . ; Ne eivät huomanneet häntä , keskustelivat vaan innokkaasti : 
– Удались от зла и сотвори благо , – говорил поп попадье , – нечего нам здесь оставаться . ; — Irroita itses pahasta ja tee hyvää , sanoi pappi vaimolleen . - Meidän ei tarvitse tänne jäädä . 
 Не твоя беда , чем бы дело ни кончилось . ; Eikä se sinuun koske , miten asia päättyy . 
 – Попадья что - то отвечала , но Владимир не мог ее расслышать . ; Vaimo vastasi jotakin , mutta Dubrovskij ei voinut sitä kuulla . 
Приближаясь , увидел он множество народа , крестьяне и дворовые люди толпились на барском дворе . ; Lähestyessään taloa näki hän paljon kansaa , talonpojat ja palvelijat olivat joukoissa herrastalon pihalla . 
 Издали услышал Владимир необыкновенный шум и говор . ; Jo kaukaa kuuli Vladimir kummallista melua ja puhetta . 
 У сарая стояли две тройки . ; Vajan luona oli kaksi kolmivaljakkoa . 
 На крыльце несколько незнакомых людей в мундирных сертуках , казалось , о чем - то толковали . ; Portailla seisoi muutamia henkilöitä virkapuvuissaan ja , kuten näytti , selittivät väelle jotakin . 
– Что это значит ? ; Mitä se merkitsee ? 
– спросил он сердито у Антона , который бежал ему навстречу . ; kysyi hän vihaisesti Antonilta , joka juoksi häntä vastaan . 
 – Это кто такие и что им надобно ? ; " " " mitä miehiä ne ovat ja mitä ne tahtovat ? " " " 
– Ах , батюшка Владимир Андреевич , – отвечал старик , задыхаясь . ; — Ah , ystävä Vladimir Andrejevitscb , vastasi Anton vetäen henkeään . 
 – Суд приехал . ; tuomarit ovat tulleet . 
 Отдают нас Троекурову , отымают нас от твоей милости ! . ; Meidät annetaan Troekuroville ja eroitetaan sinusta ! … 
Владимир потупил голову , люди его окружили несчастного своего господина . ; Vladimir painoi päänsä alas , väki ympäröitsi onnettoman herransa . 
 « Отец ты наш , – кричали они , целуя ему руки , – не хотим другого барина , кроме тебя , прикажи , осударь , с судом мы управимся . ; — Oi sinä isämme , huusivat he suudellen hänen käsiään , me emme tahdo muuta herraa kuin sinä . 
 Умрем , а не выдадим » . ; Ennen kuolemme kuin sinut jätämme . 
 Владимир смотрел на них , и странные чувства волновали его . ; Vladimir katseli heitä ja synkät tunteet saivat vallan hänessä . 
 « Стойте смирно , – сказал он им , – а я с приказным переговорю » . ; — Seiskaat hiljaan , sanoi hän heille , minä puhelen virkamiesten kanssa . 
 – « Переговори , батюшка , – закричали ему из толпы , – да усовести окаянных » . ; — Puhele , ystävä , huusi joku joukosta , puhele ja koeta liikuttaa noitten vihelijäisten omiatuntoja . 
Владимир подошел к чиновникам . ; Vladimir lähestyi virkamiehiä . 
 Шабашкин , с картузом на голове , стоял подбочась и гордо взирал около себя . ; Schabaschkin seisoi huolettoman näköisenä ja katseli ylpeästi ympärilleen . 
 Исправник , высокий и толстый мужчина лет пятидесяти с красным лицом и в усах , увидя приближающегося Дубровского , крякнул и произнес охриплым голосом : ; Kun ispravnikka , joka oli suuri , paksu , noin viidenkymmenen vuotias , punakka ja viiksikäs mies , näki Dubrovskijn tulevan , niin hän käheällä äänellään huusi : 
 « Итак , я вам повторяю то , что уже сказал : по решению уездного суда отныне принадлежите вы Кирилу Петровичу Троекурову , коего лицо представляет здесь господин Шабашкин . ; — Minä siis uudestaan sanon teille , mitä jo äsken sanoin : piirioikeuden päätöksen mukaan kuulutte te nyt Kirila Petrovitsch Troekuroville , jonka puolesta täällä on herra Schabaschkin . 
 Слушайтесь его во всем , что ни прикажет , а вы , бабы , любите и почитайте его , а он до вас большой охотник » . ; Totelkaa häntä , mitä ikinä hän käskisikin , ja te , naiset , rakastakaa ja kunnioittakaa häntä , niin hän on teidän suuri suosijanne . 
 При сей острой шутке исправник захохотал , а Шабашкин и прочие члены ему последовали . ; Sanottuaan tuon vanhan kokkapuheen alkoi ispravnikka nauraa täyttä kurkkua , ja Schabaschkin ja muut jäsenet seurasivat hänen esimerkkiään . 
 Владимир кипел от негодования . ; Vladimir oli pakahtua suuttumuksesta . 
 « Позвольте узнать , что это значит » , – спросил он с притворным холоднокровием у веселого исправника . ; — Suvaitkaa minun kysyä , mitä tämä merkitsee ? - kysyi hän teeskennellyllä kylmäverisyydellä iloiselta ispravnikalta . 
 – « А это то значит , – отвечал замысловатый чиновник , – что мы приехали вводить во владение сего Кирила Петровича Троекурова и просить иных прочих убираться подобру - поздорову » . ; — Mitäkö tämä merkitsee , vastasi tuo sukkela virkamies , tämä merkitsee sitä , että me olemme tulleet panemaan tämän talon Kirila Petrovitsch Troekurovin valtaan ja käskemään vieraitten mennä pois hyvällä . 
 – « Но вы могли бы , кажется , отнестися ко мне , прежде чем к моим крестьянам , и объявить помещику отрешение от власти … » – « А ты кто такой , – сказал Шабашкин с дерзким взором . ; — Mutta teidän olisi paremmin sopinut kääntyä minun puoleeni , kuin talonpoikieni , ja ilmoittaa omistajalle , että hän tulee pois isännyydestään . 
 – Бывший помещик Андрей Гаврилов сын Дубровский волею божиею помре , мы вас не знаем , да и знать не хотим » . ; — Entinen omistaja Andrei Gavrilovitsch , Dubrovskijn poika , on kuollut Jumalan armosta , mutta kuka te olette , sanoi Schabaschkin julkealla tavalla — — me emme tunne teitä emmekä tahdo tunteakaan . 
– Владимир Андреевич наш молодой барин , – сказал голос из толпы . ; — Teidän jalosukuisuutenne , tämä on meidän nuori herramme — sanoi ääni joukosta . 
– Кто там смел рот разинуть , – сказал грозно исправник , – какой барин , какой Владимир Андреевич ? ; — Kuka siellä rohkeni suunsa avata ! - huusi ispravnikka , mikä herra ? 
барин ваш Кирила Петрович Троекуров , слышите ли , олухи . ; Teidän herranne on — — Kirila Petrovitsch Troekurov — — kuuletteko , lurjukset ? 
– Как не так , – сказал тот же голос . ; — Ei niinkään , huusi sama ääni . 
– Да это бунт ! ; — Tämä on kapinaa ! 
– закричал исправник . ; ärjyi ispravnikka . 
 – Гей , староста , сюда ! ; Hoi , kylänvanhin , tule tänne ! 
– Отыщи сей же час , кто смел со мною разговаривать , я его ! ; — Hae heti se , joka rohkeni minua vastustaa , kyllä minä hänet ! … 
Староста обратился к толпе , спрашивая , кто говорил ? ; Kylänvanhin kääntyi väkijoukkoa päin ja kysyi , kuka puhui ? 
но все молчали , вскоре в задних рядах поднялся ропот , стал усиливаться и в одну минуту превратился в ужаснейшие вопли . ; Mutta kaikki olivat ääneti . Takapuolelta alkoi kuulua murinaa , se kasvoi ja muodostui yht ' äkkiä kauheiksi valitushuudoiksi . 
 Исправник понизил голос и хотел было их уговаривать . ; Ispravnikka puhui matalammalla äänellä ja aikoi ruveta lohduttamaan … 
 « Да что на него смотреть , – закричали дворовые , – ребята ! ; — Mitä häntä tässä katselemme , huusivat alustalaiset , pojat ! 
долой их ! » – и вся толпа двинулась . ; Ottakaa hän kiinni . Joukko alkoi liikkua . 
 Шабашкин и другие члены поспешно бросились в сени и заперли за собою дверь . ; Schabaschkin ja maaoikeuden jäsenet hyökkäsivät porstuaan ja sulkivat oven jälessään . 
 « Ребята , вязать ! » – закричал тот же голос , – и толпа стала напирать … ; — Pojat , ottakaa kiinni ! huusi sama ääni , ja joukko alkoi hyökätä eteenpäin , 
 « Стойте , – крикнул Дубровский . – Дураки ! что вы это ? ; — Seis , konnat , huusi Dubrovskij , mitä te teette ! 
вы губите и себя и меня . ; Te saatatte itsenne ja minut onnettomuuteen . 
 Ступайте по дворам и оставьте меня в покое . ; Menkää kotiinne ja jättäkää minut rauhaan . 
 Не бойтесь , государь милостив , я буду просить его . ; Älkää peljätkö , tsaari on laupias , minä pyydän häneltä apua . 
 Он нас не обидит . ; Hän ei meitä hylkää
 Мы все его дети . ; Me olemme kaikki hänen lapsiaan
 А как ему за вас будет заступиться , если вы станете бунтовать и разбойничать » . ; Mutta kuinka hän voisi teitä puolustaa , jos te rupeette kapinoimaan ja rosvoilemaan ? 
Речь молодого Дубровского , его звучный голос и величественный вид произвели желаемое действие . ; Nuoren Dubrovskijn puhe , sointuva ääni ja ylevä käytös tekivät toivotun vaikutuksen . 
 Народ утих , разошелся , двор опустел . ; Kansa vaikeni ja hajaantui , piha tuli puhtaaksi ja oikeudenjäsenet . 
 Члены сидели в сенях . ; Istuivat sisällä rauhassa . 
Владимир печально ступил на ступеньки крыльца . ; Surullisena astui Vladimir portaille . 
 Наконец Шабашкин тихонько отпер двери , вышел на крыльцо и с униженными поклонами стал благодарить Дубровского за его милостивое заступление . ; Schabaschkin aukasi oven ja alkoi matalalla äänellä kiittää Dubrovskija hänen armollisesta välityksestään . 
 Владимир слушал его с презрением и ничего не отвечал . ; Vladimir kuunteli häntä halveksien eikä vastannut mitään . 
 « Мы решили , – продолжал заседатель , – с вашего дозволения остаться здесь ночевать , а то уж темно , и ваши мужики могут напасть на нас на дороге . ; — Me olemme päättäneet teidän suostumuksellanne jäädä tänne yöksi , jatkoi asessori , — nyt on jo pimeä ja teidän talonpoikanne saattavat hyökätä tiellä päällemme . 
 Сделайте такую милость : прикажите постлать нам хоть сена в гостиной , чем свет , мы отправимся восвояси » . ; Olkaa niin armelijas ja käskekää levittää vaikka olkia vierashuoneesen vuoteeksi . Ennen päivän nousua lähdemme kotiin . 
– Делайте , что хотите , – отвечал им сухо Дубровский , – я здесь уже не хозяин . ; — Tehkää niinkuin tahdotte , vastasi Dubrovskij kuivasti , en minä ole enää täällä isäntä . 
 – С этим словом он удалился в комнату отца своего и запер за собою дверь . ; Näin sanoen poistui hän isänsä huoneesen ja sulki oven . 
 « Итак , всё кончено , – сказал он сам себе , – еще утром имел я угол и кусок хлеба . ; Siis kaikki on päättynyt ! - huokasi Vladimir itsekseen . Vielä aamulla oli minulla koti ja leivänkannikka . 
 Завтра должен я буду оставить дом , где я родился и где умер мой отец , виновнику его смерти и моей нищеты » . ; Huomenna täytyy minun jättää talo , syntymämajani . Isäni maa , jossa hän lepää haudattuna , tulee kuulumaan vihamiehelle , joka on syypää hänen kuolemaansa ja minun köyhyyteeni ! … 
 И глаза его неподвижно остановились на портрете его матери . ; Vladimir kiristi hampaitaan ja hänen silmänsä pysähtyivät äitinsä valokuvaan . 
 Живописец представил ее облокоченную на перила , в белом утреннем платье с алой розою в волосах . ; Taiteilija oli esittänyt hänet valkeassa aamupuvussaan , ruusu hiuksissa , nojaavana käsipuilla . 
 « И портрет этот достанется врагу моего семейства , – подумал Владимир , – он заброшен будет в кладовую вместе с изломанными стульями или повешен в передней , предметом насмешек и замечаний его псарей , а в ее спальной , в комнате , где умер отец , поселится его приказчик или поместится его гарем . ; Ja tuo valokuvakin tulee perheeni viholliselle , ajatteli Vladimir , se viedään aittaan rikkinäisten tuolien kera , tai ripustetaan porstuaan hänen koirainhoitajiensa pilkan ja huomion esineeksi . Mutta hänen makuuhuoneessaan , jossa isä kuoli , saa vouti asuntonsa , tai asetetaan sinne hänen haareminsa . 
 Нет ! нет ! ; — Ei , ei ! 
пускай же и ему не достанется печальный дом , из которого он выгоняет меня » . ; sen talon , josta Troekurov ajaa minut , ei pidä kuuluman hänelle itselleenkään ! 
 Владимир стиснул зубы , страшные мысли рождались в уме его . ; Vladimir puri hammasta , kauheita ajatuksia tuli hänen päähänsä . 
 Голоса подьячих доходили до него , они хозяйничали , требовали то того , то другого и неприятно развлекали его среди печальных его размышлений . ; Kansliakirjurien äänet kaikuivat hänen korvissaan . He pitivät isännyyttä vaatien väliin yhtä , väliin toista , ja saivat hänet surullisista mietteistään . 
 Наконец все утихло . ; Vihdoin oli kaikki hiljaa . 
Владимир отпер комоды и ящики , занялся разбором бумаг покойного . ; Vladimir aukoili kaappeja ja laatikoita sekä tarkasteli vainajan papereita . 
 Они большею частию состояли из хозяйственных счетов и переписки по разным делам . ; Ne olivat suurimmaksi osaksi talouslaskuja ja kirjoituksia eri asioista . 
 Владимир разорвал их , не читая . ; Vladimir repi ne lukematta . 
 Между ими попался ему пакет с надписью : письма моей жены . ; Niitten joukossa oli eräs mytty , jonka päällä oli kirjoitus : Vaimoni kirjeet . 
 С сильным движением чувства Владимир принялся за них : они писаны были во время турецкого похода и были адресованы в армию из Кистеневки . ; Suurella liikutuksella tarkasteli Vladimir niitä , ne olivat kirjoitetut Turkin sodan aikana sekä lähetetyt Armeniaan Kistenevkasta . 
 Она описывала ему свою пустынную жизнь , хозяйственные занятия , с нежностию сетовала на разлуку и призывала его домой , в объятия доброй подруги , в одном из них она изъявляла ему свое беспокойство насчет здоровья маленького Владимира , в другом она радовалась его ранним способностям и предвидела для него счастливую и блестящую будущность . ; Vaimo kertoi niissä maa - elämästään ja taloustoimistaan , hellyydellä surkutteli , että oli eroitettuna puolisostaan sekä kutsui miestään kotiin , rakkaan ystävättärensä syliin . Eräässä niistä hän kertoi olevansa rauhaton pikku Vladimirin terveyden suhteen , toisessa taas iloitsi Vladimirin viisaudesta sekä ennusti hänelle onnellista ja loistavaa tulevaisuutta . 
 Владимир зачитался и позабыл все на свете , погрузясь душою в мир семейственного счастия , и не заметил , как прошло время . ; Vladimir vaipui lukemiseensa ja perheellisen onnen rauhaan eikä huomannut , kuinka aika kului . 
 Стенные часы пробили одиннадцать . ; Seinäkello löi jo yksitoista . 
 Владимир положил письма в карман , взял свечу и вышел из кабинета . ; Vladimir pani kirjeet taskuunsa , otti kynttilän ja tuli ulos huoneesta . 
 В зале приказные спали на полу . ; Virkamiehet makasivat salin lattialla . 
 На столе стояли стаканы , ими опорожненные , и сильный дух рома слышался по всей комнате . ; Pöydällä oli laseja , jotka he olivat tyhjentäneet , ja ilkeä rommin haju tuntui koko huoneessa . 
 Владимир с отвращением прошел мимо их в переднюю . ; Inholla meni Vladimir heidän sivutsensa etuhuoneesen . 
Там было темно . ; Siellä oli pimeä . 
 – Двери были заперты . ; Ovet olivat lukossa . 
 Не нашед ключа , Владимир возвратился в залу , – ключ лежал на столе , Владимир отворил дверь и наткнулся на человека , прижавшегося в угол , топор блестел у него , и , обратись к нему со свечою , Владимир узнал Архипа - кузнеца . ; Joku vetäytyi nurkkaan nähtyään valon . Vladimir tunsi seppä Arhipan . 
 « Зачем ты здесь ? » – спросил он . ; — Mitä sinä täällä teet ? - kysyi hän ihmeissään . 
– Я хотел … я пришел … было проведать , все ли дома , – тихо отвечал Архип запинаясь . ; — Minä tahdoin … minä aijoin tulla katsomaan , ovatko kaikki sisällä , vastasi Arhip hiljaa ja pitkäveteisesti . 
– А зачем с тобою топор ? ; — Mutta mitä sinä kirveellä teet ? 
– Топор - то зачем ? ; — Mitäkö teen kirveellä ? 
Да как же без топора нонече и ходить . ; No kuinka voisi kirveettä kulkea nyt . 
 Эти приказные такие , вишь , озорники – того и гляди … ; Nuo kirjurit ovat näet sellaisia hävyttömiä — ja katsokaappas sitäkin … 
– Ты пьян , брось топор , поди выспись . ; — Sinä olet juovuksissa , pane pois kirves ja mene tiehes . 
– Я пьян ? ; — Minäkö juovuksissa ? 
Батюшка Владимир Андреевич , бог свидетель , ни единой капли во рту не было … да и пойдет ли вино на ум , слыхано ли дело , подьячие задумали нами владеть , подьячие гонят наших господ с барского двора … Эк они храпят , окаянные , всех бы разом , так и концы в воду . ; Ystävä Vladimir Andrejevitsch , Jumala sen tietää , etten pisaraakaan ole suuhuni saanut … ja muuten meneekö viina järkeen ? Onko tällaista ennen kuultu — kanslistit aikovat voittaa meidät , kanslistit ajavat meidän herramme talostaan … Äh , nyt ne viheliäiset kuorsaavat , kaikki kerrassaan ja loput veteen . 
Дубровский нахмурился . ; Dubrovskij rypisti otsaansa . 
 « Послушай , Архип , – сказал он , немного помолчав , – не дело ты затеял . ; — Kuuleppas Arhip , sanoi hän hetkisen perästä . 
 Не приказные виноваты . ; Eivät kirjurit ole syylliset . 
 Засвети - ка фонарь ты , ступай за мною » . ; Sytytä lyhty ja tule perässäni . 
Архип взял свечку из рук барина , отыскал за печкою фонарь , засветил его , и оба тихо сошли с крыльца и пошли около двора . ; Arhip otti kynttilän herraltaan , etsi lyhdyn uunin takaa , sytytti sen , ja molemmat menivät portailta sekä kulkivat talon ympäri . 
 Сторож начал бить в чугунную доску , собаки залаяли . ; Vartija rupesi rumputtamaan metallilevyä , koirat alkoivat haukkua . 
 « Кто сторожа ? » – спросил Дубровский . ; — Kuka on vahdissa , kysyi Dubrovskij . 
 « Мы , батюшка , – отвечал тонкий голос , – Василиса да Лукерья » . ; — Me , isä , vastasi hiljainen naisen ääni , Vasilisa ja Lukeria . 
 – « Подите по дворам , – сказал им Дубровский , – вас не нужно » . ; — Menkää kotiin , sanoi Dubrovskij , teitä en tarvitse . 
 – « Шабаш » , – примолвил Архип . ; — Vahdinvaihto , mutisi Arhip . 
 « Спасибо , кормилец » , – отвечали бабы и тотчас отправились домой . ; — Kiitos , elättäjämme , sanoivat akat , ja menivät heti kotiinsa . 
Дубровский пошел далее . ; Dubrovskij meni edemmäs . 
 Два человека приблизились к нему , они его окликали . ; Kaksi miestä tuli häntä vastaan , ne huusivat häntä . 
 Дубровский узнал голос Антона и Гриши . ; Dubrovskij tunsi Antonin ja Grischan äänen . 
 « Зачем вы не спите ? » – спросил он их . ; — Miksi ette ole panneet maata ? kysyi hän heiltä . 
 « До сна ли нам , – отвечал Антон . ; — Meilläkö nyt olisi aikaa nukkua , vastasi Anton . 
 – До чего мы дожили , кто бы подумал … » ; — kuinka kauvan olemme saaneet odottaa , kuka olisi uskonut ? … 
– Тише ! – прервал Дубровский , – где Егоровна ? ; — Hiljempaa , keskeytti Dubrovskij , missä on Jegorovna ? 
– В барском доме , в своей светелке , – отвечал Гриша . ; — Herrastalossa , tuvassaan , vastasi Grischa . 
– Поди , приведи ее сюда да выведи из дому всех наших людей , чтоб ни одной души в нем не оставалось , кроме приказных . ; — Mene ja tuo hän tänne ja tuo myös koko muu meidän väki , jottei henkeäkään sinne jäisi , paitsi kirjurit . 
А ты , Антон , запряги телегу . ; Ja valjasta sinä , Anton , hevonen rattaiden eteen . 
Гриша ушел и через минуту явился с своею матерью . ; Grischa meni . Hetken kuluttua hän jo tuli äitineen . 
 Старуха не раздевалась в эту ночь , кроме приказных , никто в доме не смыкал глаза . ; Akka ei ollut riisunut yltään tänä yönä , eikä kukaan muu kuin kirjurit ollut ummistanut silmiänsä . 
– Все ли здесь ? ; — Onko kaikki täällä ? 
– спросил Дубровский , – не осталось ли никого в доме ? ; - kysyi Dubrovskij , eikö ketään jäänyt taloon ? 
– Никого , кроме подьячих , – отвечал Гриша . ; — Ei ketään muita kuin kanslistit , vastasi Grischa . 
– Давайте сюда сена или соломы , – сказал Дубровский . ; — Tuokaa tänne heiniä tai olkia , sanoi Dubrovskij . 
Люди побежали в конюшню и возвратились , неся в охапках сено . ; Miehet juoksivat talliin ja palasivat takaisin sylit täynnä heiniä . 
– Подложите под крыльцо . ; — Pankaa portaitten alle … 
 Вот так . ; Kas niin . 
 Ну , ребята , огню ! ; No , pojat , nyt tulta ! 
Архип открыл фонарь , Дубровский зажег лучину . ; Arhip aukasi lyhdyn ja Dubrovskij sytytti päreen . 
– Постой , – сказал он Архипу , – кажется , второпях я запер двери в переднюю , поди скорей отопри их . ; — Kuuleppas , Arhip , minä luullakseni kiireessäni suljin etuhuoneen oven , mene pian avaamaan se . 
Архип побежал в сени – двери были отперты . ; Arhip juoksi porstuaan — ovi oli auki . 
 Архип запер их на ключ , примолвя вполголоса : Как не так , отопри ! ; Arhip sulki sen ja väänsi lukkoon jupisten puoliääneen : vai vielä avaamaan ! 
и возвратился к Дубровскому . ; ja tuli Dubrovskijn luo . 
Дубровский приблизил лучину , сено вспыхнуло , пламя взвилось и осветило весь двор . ; Dubrovskij sytytti päreellään heinät , ne leimahtivat ilmituleen ja valaisivat koko pihan . 
– Ахти , – жалобно закричала Егоровна , – Владимир Андреевич , что ты делаешь ! ; — Ai ! huusi Jegorovna valittaen , Vladimir Andrejevitsch , mitä teet ! 
– Молчи , – сказал Дубровский . ; — Hiljaa ! sanoi Dubrovskij . 
 – Ну , дети , прощайте , иду куда бог поведет , будьте счастливы с новым вашим господином . ; Nyt lapset , jääkää hyvästi , minä menen sinne , mihin Jumala polkuni ohjaa , tulkaa onnellisiksi uuden herranne vallassa . 
– Отец наш , кормилец , – отвечали люди , – умрем , не оставим тебя , идем с тобою . ; — Isämme , elättäjämme , huusi väki , me vaikka kuolemme , mutta emme jätä sinua , me tulemme mukanasi . 
Лошади были поданы . ; Hevoset tuotiin . 
Дубровский сел с Гришею в телегу и назначил им местом свидания Кистеневскую рощу . ; Dubrovskij istui Grischan kanssa rattaille . 
 Антон ударил по лошадям , и они выехали со двора . ; Anton löi hevosia , ja he ajoivat pois pihalta . 
Поднялся ветер . ; Tuuli yltyi . 
 В одну минуту пламя обхватило весь дом . ; Silmänräpäyksessä levisi tuli yli koko talon . 
 Красный дым вился над кровлею . ; Punertava sauhu kohosi ilmaan . 
 Стекла затрещали , сыпались , пылающие бревна стали падать , раздался жалобный вопль и крики : « Горим , помогите , помогите » . ; " Laattiat halkeilivat ja sortuivat , palavia hirsiä putoili . Sydäntäsärkeviä valitushuutoja kuului ja ääniä : " " auttakaa , auttakaa ! " " " 
 – « Как не так » , – сказал Архип , с злобной улыбкой взирающий на пожар . ; — Mitä vielä , sanoi Arhip , katsellen ilkeällä hymyllä paloa . 
 « Архипушка , – говорила ему Егоровна , – спаси их , окаянных , бог тебя наградит » . ; — Arhipini , pelasta sinä nuo vihelijäiset , niin Jumala sinut palkitsee , sanoi hänelle Jegorovna . 
– Как не так , – отвечал кузнец . ; — En suinkaan , vastasi seppä . 
В сию минуту приказные показались в окнах , стараясь выломать двойные рамы . ; Samassa näkyivät kirjurit ikkunoissa ja koettivat murtaa niitten kaksinkertaisia puitteita . 
 Но тут кровля с треском рухнула , и вопли утихли . ; Mutta silloin sortui katto rytinällä — ja valitushuudot vaikenivat . 
Вскоре вся дворня высыпала на двор . ; Pian kaikki alustalaiset tulivat ulos . 
 Бабы с криком спешили спасти свою рухлядь , ребятишки прыгали , любуясь на пожар . ; Akat kiljuivat ja koettivat pelastaa huonekalujaan , lapset taas hyppelivät ihaellen paloa . 
 Искры полетели огненной метелью , избы загорелись . ; Tulisateena lensivät kipinät ja — mökit syttyivät palamaan . 
– Теперь всё ладно , – сказал Архип , – каково горит , а ? ; — Nyt on kaikki hyvin ! huusi Arhip , mitenkä se palaa , ah ! 
чай , из Покровского славно смотреть . ; Pokrovskojesta on kai juhlallista katsella . 
В сию минуту новое явление привлекло его внимание , кошка бегала по кровле пылающего сарая , недоумевая , куда спрыгнуть . ; Samassa veti uusi ilmiö hänen huomionsa puoleensa : siellä juoksi kissa palavan vajan katolla tietämättä , mihin hyppäisi . 
Со всех сторон окружало ее пламя . ; Joka puolelta ympäröitsivät sitä liekit . 
 Бедное животное жалким мяуканием призывало на помощь . ; Valittavalla naukumisellaan pyysi eläinraukka apua . 
 Мальчишки помирали со смеху , смотря на ее отчаяние . ; Pienet pojat olivat kuolla naurusta katsellessaan sen toivottomuutta . 
 « Чему смеетеся , бесенята , – сказал им сердито кузнец . ; — Mitä te , perkeleet , nauratte , sanoi seppä vihaisesti . 
 – Бога вы не боитесь : божия тварь погибает , а вы сдуру радуетесь » , – и , поставя лестницу на загоревшуюся кровлю , он полез за кошкою . ; Ettekö pelkää Jumalaa , Jumalan luoma on kuolemaisillaan ja te siitä iloitsette — ja asetettuaan tikapuut palavan katon räystästä vasten kiipesi hän ylös pelastamaan kissaa . 
 Она поняла его намерение и с видом торопливой благодарности уцепилась за его рукав . ; Kissa ymmärsi hänen aikeensa ja osoittaen tavallaan kiireellistä kiitollisuutta , tarttui hänen hihaansa . 
 Полуобгорелый кузнец с своей добычей полез вниз . ; Puoleksi palaneena tuli seppä alas saaliineen . 
 « Ну , ребята , прощайте , – сказал он смущенной дворне , – мне здесь делать нечего . ; — No , pojat , hyvästi nyt , sanoi hän hämmästyneille alustalaisille , minulla ei enää ole täällä paljon tekemistä . 
 Счастливо , не поминайте меня лихом » . ; Olkaat onnelliset älkäätkä minua katkeruudella muistelko . 
Кузнец ушел . ; Seppä meni . 
Пожар свирепствовал еще несколько времени . ; Tuli riehui vielä jonkun aikaa . 
 Наконец унялся , и груды углей без пламени ярко горели в темноте ночи , и около них бродили погорелые жители Кистеневки . ; Vihdoin se sammui , mutta kekäleet hehkuivat vielä pimeässä yössä . Raunioitten ääressä kävelivät vahingon kärsineet Kistenevkan asukkaat . 
На другой день весть о пожаре разнеслась по всему околодку . ; Seuraavana päivänä levisi tieto tulipalosta yli koko seudun . 
 Все толковали о нем с различными догадками и предположениями . ; Jokainen selitti sen omalla tavallaan ja omien ajatustensa mukaan . 
 Иные уверяли , что люди Дубровского , напившись пьяны на похоронах , зажгли дом из неосторожности , другие обвиняли приказных , подгулявших на новоселии , многие уверяли , что он сам сгорел с земским судом и со всеми дворовыми . ; Toiset vakuuttivat , että Dubrovskijn miehet , juotuaan itsensä juovuksiin hautajaisissa , olivat varomattomuudessaan sytyttäneet talon , toiset taas syyttivät kirjureita , jotka olivat juoneet talossa , monet myöskin tiesivät , että Dubrovskij itsekin oli palanut virkamiesten ja palvelijain kanssa . 
 Некоторые догадывались об истине и утверждали , что виновником сего ужасного бедствия был сам Дубровский , движимый злобой и отчаянием . ; Muutamat arvasivat kuitenkin oikein ja vakuuttivat , että tuohon kauheaan onnettomuuteen oli syynä itse Dubrovskij . 
 Троекуров приезжал на другой же день на место пожара и сам производил следствие . ; Seuraavana päivänä oli Troekurov ajanut palopaikalle ja itse johtanut tutkimusta . 
 Оказалось , что исправник , заседатель земского суда , стряпчий и писарь , так же как Владимир Дубровский , няня Егоровна , дворовый человек Григорий , кучер Антон и кузнец Архип , пропали неизвестно куда . ; Tuli ilmi , että ispravnikka , maa - oikeuden asessori , asianajaja ja kirjuri samoinkuin Vladimir Dubrovskijkin , lapsenhoitaja Jegorovna , kuski Anton ja seppä Arhip olivat kadonneet teille tietämättömille . 
 Все дворовые показали , что приказные сгорели в то время , как повалилась кровля , обгорелые кости их были отрыты . ; Kaikki alustalaiset ilmoittivat , että virkamiehet olivat palaneet silloinkuin katto putosi . Heidän palaneet luunsa kaivettiin esiin . 
 Бабы Василиса и Лукерья сказали , что Дубровского и Архипа - кузнеца видели они за несколько минут перед пожаром . ; Akat Vasilisa ja Lukeria sanoivat , että olivat nähneet Dubrovskijn ja seppä Arhipin vähän ennen paloa . 
 Кузнец Архип , по всеобщему показанию , был жив и , вероятно , главный , если не единственный , виновник пожара . ; Seppä Arhip oli yleisen ilmoituksen mukaan elossa , ja hän oli luultavasti pää — ellei vaan ainoakin syyllinen tulipaloon . 
 На Дубровском лежали сильные подозрения . ; Raskauttavat epäluulot lankesivat Dubrovskijn päälle . 
 Кирила Петрович послал губернатору подробное описание всему происшествию , и новое дело завязалось . ; Kirila Petrovitsch lähetti kuvernöörille tarkan kertomuksen tapahtumista ja uusi rikos - asia syntyi . 
Вскоре другие вести дали другую пищу любопытству и толкам . ; Pian toisenlaiset uutiset taas antoivat ajattelemiselle ja uteliaisuudelle uutta aihetta . 
 В ** появились разбойники и распространили ужас по всем окрестностям . ; Ilmaantui rosvoja , jotka levittivät kauhua koko tienoosen . 
 Меры , принятые противу них правительством , оказались недостаточными . ; Toimenpiteet , joihin ryhdyttiin heidän tähtensä , osoittautuivat mitättömiksi . 
 Грабительства , одно другого замечательнее , следовали одно за другим . ; Toinen toistaan merkillisempi rosvous tapahtui . 
